indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
2298,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Manuel Noguera Garcia,Viernes,18:30:00,19:30:00
2299,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,10,Practicas,Patricia Paderewski Rodriguez,Lunes,09:30:00,11:30:00
2300,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,7,Practicas,Patricia Paderewski Rodriguez,Martes,09:30:00,11:30:00
2301,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,A,Practicas,Patricia Paderewski Rodriguez,Miercoles,09:30:00,11:30:00
2302,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,6,Practicas,Patricia Paderewski Rodriguez,Jueves,09:30:00,11:30:00
2303,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,8,Practicas,Patricia Paderewski Rodriguez,Viernes,09:30:00,11:30:00
2304,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,3,Practicas,Patricia Paderewski Rodriguez,Lunes,11:30:00,13:30:00
2305,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,1,Practicas,Patricia Paderewski Rodriguez,Martes,11:30:00,13:30:00
2306,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,4,Practicas,Patricia Paderewski Rodriguez,Miercoles,11:30:00,13:30:00
2307,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,2,Practicas,Patricia Paderewski Rodriguez,Viernes,11:30:00,13:30:00
2308,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,C,Practicas,Patricia Paderewski Rodriguez,Martes,12:30:00,13:30:00
2309,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Patricia Paderewski Rodriguez,Jueves,12:30:00,13:30:00
2310,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Patricia Paderewski Rodriguez,Viernes,12:30:00,13:30:00
2311,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,14,Practicas,Patricia Paderewski Rodriguez,Martes,15:30:00,17:30:00
2312,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,12,Practicas,Patricia Paderewski Rodriguez,Jueves,15:30:00,17:30:00
2313,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,13,Practicas,Patricia Paderewski Rodriguez,Viernes,15:30:00,17:30:00
2314,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Patricia Paderewski Rodriguez,Viernes,17:30:00,18:30:00
2315,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Patricia Paderewski Rodriguez,Viernes,18:30:00,19:30:00
2316,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,10,Practicas,Antonio Porras Perez,Lunes,09:30:00,11:30:00
2317,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,7,Practicas,Antonio Porras Perez,Martes,09:30:00,11:30:00
2318,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,A,Practicas,Antonio Porras Perez,Miercoles,09:30:00,11:30:00
2319,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,6,Practicas,Antonio Porras Perez,Jueves,09:30:00,11:30:00
2320,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,8,Practicas,Antonio Porras Perez,Viernes,09:30:00,11:30:00
2321,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,3,Practicas,Antonio Porras Perez,Lunes,11:30:00,13:30:00
2322,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,1,Practicas,Antonio Porras Perez,Martes,11:30:00,13:30:00
2323,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,4,Practicas,Antonio Porras Perez,Miercoles,11:30:00,13:30:00
2324,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,2,Practicas,Antonio Porras Perez,Viernes,11:30:00,13:30:00
2325,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,C,Practicas,Antonio Porras Perez,Martes,12:30:00,13:30:00
2326,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Antonio Porras Perez,Jueves,12:30:00,13:30:00
2327,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Antonio Porras Perez,Viernes,12:30:00,13:30:00
2328,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,14,Practicas,Antonio Porras Perez,Martes,15:30:00,17:30:00
2329,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,12,Practicas,Antonio Porras Perez,Jueves,15:30:00,17:30:00
2330,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,13,Practicas,Antonio Porras Perez,Viernes,15:30:00,17:30:00
2331,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Antonio Porras Perez,Viernes,17:30:00,18:30:00
2332,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Antonio Porras Perez,Viernes,18:30:00,19:30:00
2333,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,10,Practicas,Angel Ruiz Zafra,Lunes,09:30:00,11:30:00
2334,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,7,Practicas,Angel Ruiz Zafra,Martes,09:30:00,11:30:00
2335,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,A,Practicas,Angel Ruiz Zafra,Miercoles,09:30:00,11:30:00
2336,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,6,Practicas,Angel Ruiz Zafra,Jueves,09:30:00,11:30:00
2337,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,8,Practicas,Angel Ruiz Zafra,Viernes,09:30:00,11:30:00
2338,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,3,Practicas,Angel Ruiz Zafra,Lunes,11:30:00,13:30:00
2339,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,1,Practicas,Angel Ruiz Zafra,Martes,11:30:00,13:30:00
2340,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,4,Practicas,Angel Ruiz Zafra,Miercoles,11:30:00,13:30:00
2341,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,2,Practicas,Angel Ruiz Zafra,Viernes,11:30:00,13:30:00
2342,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,C,Practicas,Angel Ruiz Zafra,Martes,12:30:00,13:30:00
2343,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Angel Ruiz Zafra,Jueves,12:30:00,13:30:00
2344,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,B,Practicas,Angel Ruiz Zafra,Viernes,12:30:00,13:30:00
2345,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,14,Practicas,Angel Ruiz Zafra,Martes,15:30:00,17:30:00
2346,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,12,Practicas,Angel Ruiz Zafra,Jueves,15:30:00,17:30:00
2347,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,13,Practicas,Angel Ruiz Zafra,Viernes,15:30:00,17:30:00
2348,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Angel Ruiz Zafra,Viernes,17:30:00,18:30:00
2349,Grado en Ingenieria Informatica,Sistemas Operativos,,Segundo curso,Primer semestre,D,Practicas,Angel Ruiz Zafra,Viernes,18:30:00,19:30:00
2350,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Francisco Javier Cabrerizo Lorite,Martes,09:30:00,11:30:00
2351,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Teoria,Francisco Javier Cabrerizo Lorite,Lunes,10:30:00,11:30:00
2352,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Teoria,Francisco Javier Cabrerizo Lorite,Martes,10:30:00,11:30:00
2353,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Francisco Javier Cabrerizo Lorite,Miercoles,10:30:00,11:30:00
2354,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Teoria,Francisco Javier Cabrerizo Lorite,Lunes,11:30:00,13:30:00
2355,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Teoria,Francisco Javier Cabrerizo Lorite,Martes,11:30:00,12:30:00
2356,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Teoria,Francisco Javier Cabrerizo Lorite,Jueves,11:30:00,13:30:00
2357,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Teoria,Francisco Javier Cabrerizo Lorite,Martes,12:30:00,13:30:00
2358,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Francisco Javier Cabrerizo Lorite,Martes,15:30:00,16:30:00
2359,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Francisco Javier Cabrerizo Lorite,Jueves,15:30:00,17:30:00
2360,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Teoria,Francisco Javier Cabrerizo Lorite,Lunes,17:30:00,18:30:00
2361,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Teoria,Francisco Javier Cabrerizo Lorite,Miercoles,17:30:00,18:30:00
2362,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Teoria,Francisco Javier Cabrerizo Lorite,Miercoles,18:30:00,19:30:00
2363,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Luis Miguel Campos Ibanez,Martes,09:30:00,11:30:00
2364,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Teoria,Luis Miguel Campos Ibanez,Lunes,10:30:00,11:30:00
2365,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Teoria,Luis Miguel Campos Ibanez,Martes,10:30:00,11:30:00
2366,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Luis Miguel Campos Ibanez,Miercoles,10:30:00,11:30:00
2367,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Teoria,Luis Miguel Campos Ibanez,Lunes,11:30:00,13:30:00
2368,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Teoria,Luis Miguel Campos Ibanez,Martes,11:30:00,12:30:00
2369,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Teoria,Luis Miguel Campos Ibanez,Jueves,11:30:00,13:30:00
2370,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Teoria,Luis Miguel Campos Ibanez,Martes,12:30:00,13:30:00
2371,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Luis Miguel Campos Ibanez,Martes,15:30:00,16:30:00
2372,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Luis Miguel Campos Ibanez,Jueves,15:30:00,17:30:00
2373,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Teoria,Luis Miguel Campos Ibanez,Lunes,17:30:00,18:30:00
2374,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Teoria,Luis Miguel Campos Ibanez,Miercoles,17:30:00,18:30:00
2375,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Teoria,Luis Miguel Campos Ibanez,Miercoles,18:30:00,19:30:00
2376,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Daniel Molina Cabrera,Martes,09:30:00,11:30:00
2377,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Teoria,Daniel Molina Cabrera,Lunes,10:30:00,11:30:00
2378,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Teoria,Daniel Molina Cabrera,Martes,10:30:00,11:30:00
2379,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Teoria,Daniel Molina Cabrera,Miercoles,10:30:00,11:30:00
2380,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Teoria,Daniel Molina Cabrera,Lunes,11:30:00,13:30:00
2381,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Teoria,Daniel Molina Cabrera,Martes,11:30:00,12:30:00
2382,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Teoria,Daniel Molina Cabrera,Jueves,11:30:00,13:30:00
2383,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Teoria,Daniel Molina Cabrera,Martes,12:30:00,13:30:00
2384,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Daniel Molina Cabrera,Martes,15:30:00,16:30:00
2385,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Teoria,Daniel Molina Cabrera,Jueves,15:30:00,17:30:00
2386,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Teoria,Daniel Molina Cabrera,Lunes,17:30:00,18:30:00
2387,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Teoria,Daniel Molina Cabrera,Miercoles,17:30:00,18:30:00
2388,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Teoria,Daniel Molina Cabrera,Miercoles,18:30:00,19:30:00
2389,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Luis Miguel Campos Ibanez,Martes,09:30:00,11:30:00
2390,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Practicas,Luis Miguel Campos Ibanez,Lunes,10:30:00,11:30:00
2391,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Practicas,Luis Miguel Campos Ibanez,Martes,10:30:00,11:30:00
2392,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Luis Miguel Campos Ibanez,Miercoles,10:30:00,11:30:00
2393,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Practicas,Luis Miguel Campos Ibanez,Lunes,11:30:00,13:30:00
2394,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Practicas,Luis Miguel Campos Ibanez,Martes,11:30:00,12:30:00
2395,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Practicas,Luis Miguel Campos Ibanez,Jueves,11:30:00,13:30:00
2396,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Practicas,Luis Miguel Campos Ibanez,Martes,12:30:00,13:30:00
2397,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Luis Miguel Campos Ibanez,Martes,15:30:00,16:30:00
2398,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Luis Miguel Campos Ibanez,Jueves,15:30:00,17:30:00
2399,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Practicas,Luis Miguel Campos Ibanez,Lunes,17:30:00,18:30:00
2400,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Practicas,Luis Miguel Campos Ibanez,Miercoles,17:30:00,18:30:00
2401,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Practicas,Luis Miguel Campos Ibanez,Miercoles,18:30:00,19:30:00
2402,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Daniel Molina Cabrera,Martes,09:30:00,11:30:00
2403,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Practicas,Daniel Molina Cabrera,Lunes,10:30:00,11:30:00
2404,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Practicas,Daniel Molina Cabrera,Martes,10:30:00,11:30:00
2405,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Daniel Molina Cabrera,Miercoles,10:30:00,11:30:00
2406,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Practicas,Daniel Molina Cabrera,Lunes,11:30:00,13:30:00
2407,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Practicas,Daniel Molina Cabrera,Martes,11:30:00,12:30:00
2408,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Practicas,Daniel Molina Cabrera,Jueves,11:30:00,13:30:00
2409,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Practicas,Daniel Molina Cabrera,Martes,12:30:00,13:30:00
2410,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Daniel Molina Cabrera,Martes,15:30:00,16:30:00
2411,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Daniel Molina Cabrera,Jueves,15:30:00,17:30:00
2412,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Practicas,Daniel Molina Cabrera,Lunes,17:30:00,18:30:00
2413,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Practicas,Daniel Molina Cabrera,Miercoles,17:30:00,18:30:00
2414,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Practicas,Daniel Molina Cabrera,Miercoles,18:30:00,19:30:00
2415,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Ignacio Javier Perez Galvez,Martes,09:30:00,11:30:00
2416,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,8,Practicas,Ignacio Javier Perez Galvez,Lunes,10:30:00,11:30:00
2417,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,1,Practicas,Ignacio Javier Perez Galvez,Martes,10:30:00,11:30:00
2418,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,B,Practicas,Ignacio Javier Perez Galvez,Miercoles,10:30:00,11:30:00
2419,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,A,Practicas,Ignacio Javier Perez Galvez,Lunes,11:30:00,13:30:00
2420,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,6,Practicas,Ignacio Javier Perez Galvez,Martes,11:30:00,12:30:00
2421,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,C,Practicas,Ignacio Javier Perez Galvez,Jueves,11:30:00,13:30:00
2422,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,4,Practicas,Ignacio Javier Perez Galvez,Martes,12:30:00,13:30:00
2423,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Ignacio Javier Perez Galvez,Martes,15:30:00,16:30:00
2424,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,D,Practicas,Ignacio Javier Perez Galvez,Jueves,15:30:00,17:30:00
2425,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,9,Practicas,Ignacio Javier Perez Galvez,Lunes,17:30:00,18:30:00
2426,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,10,Practicas,Ignacio Javier Perez Galvez,Miercoles,17:30:00,18:30:00
2427,Grado en Ingenieria Informatica,Algoritmica,,Segundo curso,Segundo semestre,11,Practicas,Ignacio Javier Perez Galvez,Miercoles,18:30:00,19:30:00
2428,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,B,Teoria,Mancia Anguita Lopez,Lunes,09:30:00,11:30:00
2429,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,2,Teoria,Mancia Anguita Lopez,Miercoles,09:30:00,11:30:00
2430,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,7,Teoria,Mancia Anguita Lopez,Viernes,09:30:00,11:30:00
2431,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,6,Teoria,Mancia Anguita Lopez,Lunes,11:30:00,13:30:00
2432,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,5,Teoria,Mancia Anguita Lopez,Miercoles,11:30:00,13:30:00
2433,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,4,Teoria,Mancia Anguita Lopez,Jueves,11:30:00,13:30:00
2434,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,D,Teoria,Mancia Anguita Lopez,Lunes,15:30:00,17:30:00
2435,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,11,Teoria,Mancia Anguita Lopez,Lunes,17:30:00,19:30:00
2436,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,10,Teoria,Mancia Anguita Lopez,Martes,17:30:00,19:30:00
2437,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,12,Teoria,Mancia Anguita Lopez,Jueves,17:30:00,19:30:00
2438,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,B,Teoria,Maria Isabel Garcia Arenas,Lunes,09:30:00,11:30:00
2439,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,2,Teoria,Maria Isabel Garcia Arenas,Miercoles,09:30:00,11:30:00
2440,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,7,Teoria,Maria Isabel Garcia Arenas,Viernes,09:30:00,11:30:00
2441,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,6,Teoria,Maria Isabel Garcia Arenas,Lunes,11:30:00,13:30:00
2442,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,5,Teoria,Maria Isabel Garcia Arenas,Miercoles,11:30:00,13:30:00
2443,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,4,Teoria,Maria Isabel Garcia Arenas,Jueves,11:30:00,13:30:00
2444,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,D,Teoria,Maria Isabel Garcia Arenas,Lunes,15:30:00,17:30:00
2445,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,11,Teoria,Maria Isabel Garcia Arenas,Lunes,17:30:00,19:30:00
2446,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,10,Teoria,Maria Isabel Garcia Arenas,Martes,17:30:00,19:30:00
2447,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,12,Teoria,Maria Isabel Garcia Arenas,Jueves,17:30:00,19:30:00
2448,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,B,Teoria,Christian Agustin Morillas Gutierrez,Lunes,09:30:00,11:30:00
2449,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,2,Teoria,Christian Agustin Morillas Gutierrez,Miercoles,09:30:00,11:30:00
2450,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,7,Teoria,Christian Agustin Morillas Gutierrez,Viernes,09:30:00,11:30:00
2451,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,6,Teoria,Christian Agustin Morillas Gutierrez,Lunes,11:30:00,13:30:00
2452,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,5,Teoria,Christian Agustin Morillas Gutierrez,Miercoles,11:30:00,13:30:00
2453,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,4,Teoria,Christian Agustin Morillas Gutierrez,Jueves,11:30:00,13:30:00
2454,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,D,Teoria,Christian Agustin Morillas Gutierrez,Lunes,15:30:00,17:30:00
2455,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,11,Teoria,Christian Agustin Morillas Gutierrez,Lunes,17:30:00,19:30:00
2456,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,10,Teoria,Christian Agustin Morillas Gutierrez,Martes,17:30:00,19:30:00
2457,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,12,Teoria,Christian Agustin Morillas Gutierrez,Jueves,17:30:00,19:30:00
2458,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,B,Practicas,Mancia Anguita Lopez,Lunes,09:30:00,11:30:00
2459,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,2,Practicas,Mancia Anguita Lopez,Miercoles,09:30:00,11:30:00
2460,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,7,Practicas,Mancia Anguita Lopez,Viernes,09:30:00,11:30:00
2461,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,6,Practicas,Mancia Anguita Lopez,Lunes,11:30:00,13:30:00
2462,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,5,Practicas,Mancia Anguita Lopez,Miercoles,11:30:00,13:30:00
2463,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,4,Practicas,Mancia Anguita Lopez,Jueves,11:30:00,13:30:00
2464,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,D,Practicas,Mancia Anguita Lopez,Lunes,15:30:00,17:30:00
2465,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,11,Practicas,Mancia Anguita Lopez,Lunes,17:30:00,19:30:00
2466,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,10,Practicas,Mancia Anguita Lopez,Martes,17:30:00,19:30:00
2467,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,12,Practicas,Mancia Anguita Lopez,Jueves,17:30:00,19:30:00
2468,Grado en Ingenieria Informatica,Arquitectura de Computadores,,Segundo curso,Segundo semestre,B,Practicas,Maria Isabel Garcia Arenas,Lunes,09:30:00,11:30:00
